user_id,album_id,rating
962,1016,3
234,1016,2
862,1016,1
966,1016,3
639,1016,2
503,1016,5
353,1016,3
247,1016,5
599,1016,5
961,1016,2
781,1017,3
28,1017,3
640,1017,1
38,1017,2
377,1017,1
19,1017,5
36,1017,4
268,1017,3
133,1017,3
565,1017,1
935,1017,4
140,1017,2
535,1017,4
427,1017,4
203,1017,4
18,1017,3
201,1017,1
759,1017,1
671,1018,3
601,1018,5
171,1018,5
272,1018,4
781,1018,2
690,1019,2
428,1019,5
246,102,1
738,102,4
457,102,4
561,102,4
409,102,5
762,102,3
603,102,4
85,102,1
187,102,3
108,102,3
652,102,5
25,102,5
31,102,1
531,102,2
460,102,5
985,1020,4
53,1020,2
865,1020,4
15,1020,3
100,1020,5
224,1020,2
922,1020,3
978,1020,5
569,1020,4
398,1020,2
13,1020,3
489,1020,3
758,1020,3
64,1020,3
116,1020,5
867,1020,2
379,1020,2
21,1021,1
574,1021,2
46,1021,5
54,1021,4
821,1021,3
463,1022,1
731,1022,5
411,1022,3
697,1022,1
667,1022,3
18,1022,5
295,1022,2
976,1022,3
803,1022,4
589,1022,5
629,1022,1
683,1022,3
690,1022,4
836,1022,4
884,1023,2
986,1023,1
95,1023,1
19,1023,4
695,1023,3
186,1023,3
944,1023,3
842,1023,4
425,1023,3
444,1023,5
338,1023,5
829,1023,1
584,1023,2
326,1023,2
945,1023,1
411,1024,2
652,1024,2
289,1024,5
224,1024,1
273,1024,5
158,1024,3
585,1024,3
509,1024,4
451,1024,5
443,1024,3
541,1024,5
130,1024,2
645,1024,4
788,1025,1
331,1025,5
400,1025,3
86,1025,3
731,1025,3
380,1025,1
741,1025,1
333,1025,1
948,1025,3
574,1025,4
197,1025,5
453,1025,4
509,1025,3
1,1025,2
667,1025,5
908,1026,1
388,1026,2
739,1026,4
83,1026,5
172,1026,2
157,1026,5
28,1026,3
968,1026,5
906,1026,5
613,1026,1
492,1026,5
446,1026,2
382,1026,2
374,1026,1
850,1026,2
165,1026,5
417,1026,2
658,1026,3
875,1026,4
790,1027,2
348,1027,2
943,1027,3
522,1027,1
340,1027,1
960,1027,4
300,1027,1
768,1027,3
88,1027,3
292,1027,1
893,1027,4
308,1027,4
746,1027,1
335,1027,3
496,1027,5
547,1027,3
958,1027,3
111,1028,1
105,1028,4
771,1028,3
740,1028,3
412,1028,1
457,1028,1
345,1028,1
730,1028,4
714,1028,2
997,1028,4
602,1028,5
434,1028,4
864,1028,2
133,1029,3
691,1029,3
672,1029,4
193,1029,2
929,1029,2
597,1029,5
118,1029,5
972,1029,3
493,1029,3
164,1029,1
878,1029,5
459,1029,3
986,1029,5
108,1029,2
383,1029,5
353,103,1
425,1030,3
209,1030,4
296,1030,4
792,1030,3
705,1030,2
388,1030,1
998,1030,4
107,1030,2
185,1031,2
490,1031,3
437,1031,4
935,1031,2
471,1031,3
678,1031,5
462,1031,3
460,1031,4
112,1031,5
422,1031,2
864,1031,2
270,1031,1
795,1031,3
780,1031,1
279,1031,3
486,1031,3
404,1032,4
251,1032,3
189,1032,3
155,1032,5
651,1032,1
503,1032,3
885,1032,4
354,1032,3
738,1032,5
786,1032,4
355,1033,1
231,1033,5
616,1033,1
156,1033,3
113,1033,4
381,1033,4
546,1033,2
784,1033,5
17,1033,5
146,1033,5
236,1033,5
908,1033,4
722,1033,2
624,1033,3
340,1033,4
698,1033,5
792,1033,4
849,1033,4
393,1033,2
729,1033,2
392,1034,4
491,1034,3
469,1034,2
779,1034,3
317,1034,1
16,1034,2
727,1035,4
777,1035,2
470,1035,2
682,1035,1
729,1035,2
124,1035,2
334,1035,4
229,1036,3
830,1036,1
793,1036,4
410,1036,2
936,1037,1
369,1037,4
932,1037,5
972,1037,3
647,1037,3
486,1037,2
514,1038,1
606,1038,5
142,1038,2
134,1038,1
673,1038,2
727,1038,3
268,1038,2
918,1038,5
522,1038,2
713,1038,3
546,1038,3
985,1038,3
394,1038,4
340,1038,2
298,1038,5
243,1038,1
923,1039,2
635,1039,3
171,1039,2
99,1039,5
300,104,5
292,104,5
811,104,5
585,104,3
987,104,1
304,104,2
734,1040,4
190,1040,4
180,1040,1
89,1040,5
495,1040,2
812,1040,5
512,1040,1
700,1040,3
375,1040,4
925,1040,2
786,1040,2
342,1040,1
856,1040,3
150,1040,2
367,1040,3
275,1040,1
332,1040,3
837,1040,2
381,1041,1
314,1042,5
91,1042,4
518,1042,3
982,1042,3
405,1042,5
335,1042,3
463,1042,3
940,1042,3
700,1042,1
230,1042,4
613,1042,1
749,1042,3
27,1043,1
528,1043,4
75,1043,2
107,1043,3
797,1043,2
71,1043,2
13,1043,2
496,1043,4
732,1043,1
158,1043,5
135,1043,3
815,1043,4
422,1043,2
962,1043,1
163,1043,5
718,1043,2
581,1043,3
121,1043,4
884,1043,2
281,1043,2
80,1045,3
70,1045,3
914,1045,3
992,1045,1
487,1045,3
672,1045,2
680,1045,1
715,1045,4
379,1045,1
910,1045,2
209,1045,2
689,1045,3
636,1045,4
540,1045,1
251,1046,2
831,1046,4
45,1046,4
613,1046,3
914,1046,5
694,1046,2
304,1046,2
201,1046,4
741,1046,3
710,1046,5
611,1046,1
490,1046,5
40,1046,4
198,1046,2
804,1046,3
515,1046,3
656,1046,2
778,1046,4
60,1046,5
815,1047,4
879,1047,1
942,1048,2
106,1049,5
743,1049,2
91,1049,3
105,1049,1
989,1049,2
964,1049,4
486,1049,3
585,1049,2
298,1049,4
310,1049,3
708,1049,2
203,1049,4
884,1049,1
271,1049,1
524,1049,4
258,1049,1
845,1049,2
84,105,3
304,105,3
939,105,5
448,105,5
509,105,5
100,105,1
641,105,1
430,105,2
808,105,1
218,105,4
439,1050,2
296,1050,3
364,1050,1
487,1050,4
842,1050,5
659,1050,1
807,1050,2
996,1050,4
145,1050,1
270,1050,1
574,1050,4
790,1050,2
841,1050,4
61,1050,1
515,1050,1
160,1050,3
787,1050,3
948,1051,5
679,1051,4
742,1051,1
228,1051,2
320,1052,2
850,1053,3
472,1053,4
393,1053,2
932,1053,4
749,1053,1
631,1053,2
148,1053,5
166,1053,5
890,1053,2
307,1054,1
280,1054,5
255,1054,5
910,1055,1
366,1056,2
29,1056,5
856,1056,2
169,1056,3
640,1056,4
475,1056,2
156,1056,1
487,1056,3
109,1056,2
561,1056,3
99,1056,4
98,1056,2
540,1056,4
82,1056,3
409,1056,5
248,1056,4
777,1056,1
179,1056,1
992,1056,4
476,1057,4
547,1057,1
470,1057,4
833,1057,2
863,1057,1
738,1057,4
59,1057,3
783,1057,3
342,1057,2
915,1057,2
383,1057,5
793,1057,5
10,1057,5
269,1057,1
428,1057,4
72,1057,1
875,1057,1
778,1058,5
541,1058,3
137,1058,4
767,1058,1
312,1058,1
634,1058,2
975,1058,5
141,1058,5
18,1058,5
268,1058,4
498,1058,4
480,1058,1
465,1058,2
950,1058,2
758,1058,5
130,1058,4
459,1058,2
663,1058,1
29,1059,3
541,1059,4
919,1059,5
379,1059,3
527,1059,5
993,1059,2
861,1059,4
293,1059,1
855,1059,2
666,1059,2
578,1059,5
20,1059,4
900,1059,3
308,1059,5
210,106,3
145,106,4
783,106,1
461,106,4
292,106,4
872,106,3
623,106,4
596,106,2
609,106,1
415,106,2
978,106,4
492,106,4
913,106,4
588,106,4
834,106,4
948,106,1
348,106,3
355,106,1
793,1060,3
594,1060,1
336,1060,4
266,1060,5
633,1060,1
632,1060,2
773,1060,5
437,1060,4
461,1060,2
45,1060,1
465,1060,1
611,1060,4
698,1060,1
110,1060,3
913,1060,3
481,1060,1
498,1060,5
423,1060,5
764,1060,3
828,1060,2
972,1061,4
398,1061,4
61,1061,4
844,1061,3
10,1061,4
161,1061,3
904,1061,1
813,1061,2
434,1061,2
343,1061,3
276,1061,3
901,1061,4
701,1062,1
383,1062,4
204,1062,1
328,1062,2
308,1062,3
527,1062,4
635,1062,1
419,1062,4
937,1062,3
278,1062,4
91,1062,4
56,1062,5
334,1062,5
272,1063,5
470,1063,3
298,1063,1
771,1063,4
225,1063,2
804,1063,4
499,1063,3
253,1063,3
130,1063,5
547,1063,2
757,1063,3
569,1063,2
593,1063,4
761,1063,4
138,1063,1
542,1063,2
712,1063,1
754,1063,5
223,1064,1
753,1064,4
907,1064,3
129,1064,1
280,1064,5
152,1064,4
101,1064,3
864,1064,4
300,1064,3
809,1064,4
535,1064,3
433,1064,3
211,1064,2
461,1064,1
703,1064,2
661,1064,3
592,1064,5
599,1064,5
762,1064,3
915,1065,2
887,1065,2
503,1065,5
767,1065,5
714,1065,4
736,1065,2
603,1065,3
429,1065,4
546,1065,2
649,1065,3
913,1065,4
768,1065,1
25,1065,3
445,1065,4
248,1065,3
541,1065,3
212,1066,5
73,1066,2
954,1066,1
938,1066,3
675,1066,5
754,1066,1
865,1066,2
661,1066,2
918,1066,3
22,1066,2
570,1066,3
458,1066,2
169,1066,4
649,1066,2
273,1066,5
152,1066,1
850,1067,1
256,1067,1
986,1067,4
461,1067,3
951,1068,2
227,1068,4
245,1068,1
132,1068,1
547,1068,2
205,1068,1
834,1068,2
44,1068,1
24,1068,3
161,1068,4
546,1068,5
244,1068,5
763,1069,4
232,1069,2
988,1069,1
607,1069,1
537,1069,4
542,1070,1
588,1070,5
820,1070,3
138,1070,1
983,1070,1
531,1070,3
159,1070,4
23,1070,3
975,1070,3
729,1070,3
404,1070,3
281,1070,2
547,1070,3
286,1070,2
999,1070,4
766,1070,5
978,1070,1
726,1070,2
296,1070,2
765,1071,1
454,1071,1
330,1071,2
502,1072,3
597,1072,4
824,1072,4
172,1072,4
606,1072,4
327,1072,4
904,1072,3
689,1072,1
729,1072,1
965,1072,2
261,1072,3
164,1072,2
725,1072,1
976,1072,5
566,1073,3
114,1073,5
667,1073,3
522,1073,5
283,1073,1
729,1073,4
260,1073,1
961,1073,5
972,1073,2
948,1073,2
35,1073,4
401,1073,3
226,1073,1
352,1073,1
554,1073,3
150,1073,4
700,1073,4
901,1073,5
53,1073,3
282,1074,5
180,1075,4
663,1075,5
36,1075,5
645,1075,4
353,1075,3
62,1075,1
87,1075,1
72,1075,5
404,1075,3
597,1076,2
898,1076,5
453,1076,1
527,1076,4
794,1076,1
315,1076,1
222,1076,4
701,1076,4
478,1076,3
921,1076,3
232,1076,1
962,1076,2
748,1076,5
545,1076,3
73,1076,5
647,1077,4
749,1077,2
391,1077,3
870,1077,5
355,1077,2
149,1077,2
726,1077,5
744,1077,3
298,1077,4
643,1077,4
857,1077,1
350,1077,3
782,1077,5
924,1077,2
663,1078,1
515,1078,1
793,1078,2
894,1078,3
694,1078,5
641,1078,3
49,1078,4
207,1078,2
907,1078,5
885,1078,1
357,1078,1
98,1078,3
79,1078,3
890,1079,1
231,1079,1
531,1079,3
682,1079,3
729,1079,4
493,1079,4
299,1079,4
653,1079,1
927,1079,1
41,1079,4
561,1079,3
994,1079,5
544,1079,1
366,1079,4
947,1079,2
569,108,3
790,108,5
596,108,2
468,108,5
503,108,2
362,108,3
825,108,4
854,108,3
143,108,1
552,108,2
316,108,5
789,108,2
843,108,3
372,108,2
927,108,4
343,108,4
945,108,1
484,108,1
964,1080,5
35,1080,1
444,1080,4
126,1080,3
488,1080,3
616,1080,1
782,1080,4
541,1080,5
517,1080,5
217,1080,2
72,1080,2
703,1081,4
273,1081,5
798,1081,1
854,1081,3
540,1081,1
494,1081,4
22,1081,3
698,1081,4
102,1081,1
710,1081,4
565,1081,2
12,1081,2
3,1081,2
124,1081,4
40,1081,4
434,1081,2
69,1081,1
529,1081,1
845,1081,2
764,1082,3
849,1082,5
114,1082,4
718,1082,2
46,1082,1
638,1082,1
648,1082,1
623,1082,2
406,1082,2
838,1082,3
739,1083,3
540,1083,2
853,1084,5
114,1084,3
260,1084,2
610,1084,5
835,1084,3
627,1084,3
434,1084,3
92,1084,5
503,1084,4
81,1084,5
348,1084,3
958,1085,3
833,1085,2
621,1085,3
263,1085,3
659,1085,5
745,1085,4
501,1085,2
492,1085,3
739,1085,5
759,1085,5
75,1085,1
2,1085,4
235,1085,5
72,1085,2
145,1085,1
272,1085,4
809,1085,1
128,1085,2
91,1085,1
511,1085,4
476,1086,5
290,1086,3
8,1086,4
315,1086,2
773,1086,3
655,1087,5
395,1087,1
974,1087,1
746,1087,5
513,1087,2
48,1087,3
702,1087,4
697,1087,2
929,1087,1
613,1087,2
216,1087,3
380,1087,4
470,1087,1
140,1087,1
267,1087,1
865,1087,1
265,1088,3
121,1088,3
261,1088,1
353,1088,3
42,1088,1
945,1088,4
610,1088,5
58,1088,3
335,1088,3
938,1088,3
629,1088,1
139,1088,2
48,1089,5
26,1089,3
635,1089,1
425,1089,5
326,1089,1
256,1089,1
530,1089,3
5,109,5
650,109,1
780,109,4
752,109,2
519,109,1
977,109,2
772,109,3
222,109,3
783,109,2
36,109,4
320,109,4
845,109,2
564,109,4
212,109,3
707,109,2
758,109,3
832,109,4
116,109,5
685,109,1
923,109,4
900,1090,4
669,1090,3
469,1090,4
847,1090,2
561,1090,1
841,1090,2
961,1090,2
548,1090,2
109,1090,3
171,1090,5
940,1090,4
942,1091,1
426,1091,1
974,1091,5
687,1091,1
542,1091,3
929,1091,4
624,1091,4
166,1091,4
697,1091,4
902,1091,4
99,1091,5
581,1091,2
913,1091,4
301,1091,2
662,1091,2
113,1091,5
694,1091,5
467,1091,1
702,1091,1
256,1093,5
499,1093,2
95,1093,1
771,1093,3
696,1093,3
352,1093,3
207,1093,3
624,1093,3
222,1093,2
293,1093,5
213,1093,4
517,1093,1
244,1093,2
806,1093,3
362,1093,1
918,1093,3
318,1093,5
22,1093,5
693,1094,3
2,1094,3
640,1094,2
103,1094,3
734,1094,2
21,1094,5
282,1094,3
239,1095,2
419,1095,1
380,1095,1
675,1095,5
686,1095,4
496,1095,2
62,1095,3
352,1095,3
764,1095,3
839,1095,4
843,1095,3
459,1095,5
283,1095,4
536,1095,5
450,1095,2
44,1095,4
555,1095,2
56,1096,4
367,1096,3
848,1096,5
433,1096,3
453,1096,3
589,1096,3
959,1097,1
817,1097,5
719,1097,1
876,1097,5
461,1097,1
50,1097,4
619,1097,3
648,1097,4
370,1097,4
730,1097,2
899,1097,2
760,1097,1
729,1097,1
444,1097,1
358,1097,2
547,1097,4
929,1097,4
628,1097,4
634,1097,3
120,1098,2
121,1098,4
144,1098,5
536,1098,2
679,1098,5
106,1098,2
894,1098,3
940,1098,1
203,1098,4
667,1098,2
844,1098,1
154,1098,5
117,1098,2
700,1098,1
296,1098,2
84,1098,2
166,1098,3
484,1098,5
722,1099,1
304,1099,5
272,1099,4
728,1099,5
567,1099,5
869,1099,1
595,1099,3
212,1099,2
449,1099,3
211,1099,2
465,1099,4
844,1099,5
242,1099,2
748,1099,3
142,11,1
380,11,1
535,110,3
220,110,3
743,110,4
635,110,2
742,110,2
693,110,4
710,110,1
833,110,5
762,110,4
455,110,1
737,110,1
417,110,5
593,110,5
40,110,2
951,110,1
386,1100,2
329,1100,2
614,1100,2
167,1100,2
7,1100,3
397,1100,4
278,1100,2
64,1100,1
962,1100,1
13,1100,5
988,1100,2
110,1100,1
720,1100,3
122,1100,3
402,1100,5
293,1100,4
836,1100,2
543,1101,2
304,1101,5
756,1101,2
555,1101,3
875,1101,5
73,1101,4
561,1101,4
992,1101,2
355,1101,1
32,1102,4
345,1102,3
600,1102,3
492,1102,5
511,1102,4
695,1102,5
867,1102,5
181,1103,5
344,1103,5
374,1103,5
360,1103,4
11,1103,1
728,1103,4
171,1103,4
472,1103,2
659,1103,3
468,1103,1
739,1103,3
885,1103,3
162,1103,1
511,1103,1
147,1103,1
859,1104,5
790,1104,2
842,1104,3
737,1104,5
269,1104,4
190,1104,2
152,1104,3
413,1104,3
954,1104,5
419,1104,2
188,1104,4
236,1104,2
166,1104,4
603,1104,3
562,1104,2
75,1104,3
582,1104,3
423,1104,2
902,1105,3
628,1105,4
247,1105,2
35,1105,2
647,1106,3
256,1106,2
763,1106,3
187,1106,3
176,1106,1
66,1106,1
147,1106,1
311,1106,1
3,1106,4
310,1106,1
815,1106,3
423,1106,4
935,1106,2
791,1106,5
44,1106,4
786,1106,5
960,1106,5
552,1106,4
109,1106,4
209,1106,1
126,1107,1
797,1107,5
266,1107,5
410,1107,2
622,1107,2
298,1107,3
724,1107,2
448,1107,3
612,1107,1
930,1107,2
877,1107,1
337,1107,3
837,1107,1
517,1107,5
757,1107,1
390,1107,3
614,1107,4
880,1108,4
569,1108,4
199,1109,2
935,1109,5
507,1109,1
464,1109,4
537,1109,2
543,1109,2
134,1109,1
541,1109,2
460,1109,5
777,1109,1
298,111,4
857,111,3
700,111,2
278,111,2
619,111,4
444,111,2
890,111,2
998,111,4
658,111,5
949,111,5
596,111,4
43,111,5
967,1110,2
612,1110,2
833,1110,5
791,1110,5
741,1110,5
484,1110,1
299,1110,3
567,1110,4
485,1111,4
939,1111,1
98,1111,4
167,1111,3
488,1111,5
458,1111,4
181,1111,5
79,1111,4
465,1112,5
28,1112,5
391,1112,4
680,1113,1
330,1113,4
444,1113,1
482,1114,4
119,1114,5
673,1114,5
493,1114,5
105,1114,4
500,1114,1
604,1114,5
344,1114,3
618,1114,2
791,1114,2
358,1114,1
487,1114,4
657,1114,5
161,1114,1
894,1114,1
433,1114,4
221,1114,3
187,1114,4
210,1115,2
388,1115,5
347,1115,1
376,1115,4
613,1115,2
970,1115,5
971,1115,2
717,1115,4
761,1116,5
673,1116,3
283,1116,1
387,1116,3
901,1116,3
466,1116,5
346,1116,2
348,1116,3
665,1116,1
819,1116,3
663,1116,1
298,1116,4
865,1116,2
33,1116,2
699,1117,1
846,1117,4
492,1117,4
97,1117,3
987,1117,2
370,1117,4
738,1117,5
334,1117,2
730,1117,3
368,1117,4
485,1117,2
206,1118,4
957,112,4
105,1120,2
194,1120,3
743,1120,3
637,1120,4
470,1120,3
636,1120,4
266,1120,5
720,1120,5
255,1120,5
752,1120,5
936,1120,3
986,1120,2
737,1120,2
641,1120,1
559,1120,5
666,1120,1
768,1122,2
648,1122,1
170,1122,4
180,1122,3
559,1122,3
861,1122,4
942,1122,2
450,1122,4
642,1122,4
577,1122,5
605,1123,3
504,1123,2
332,1123,3
617,1123,2
555,1123,4
635,1123,2
966,1123,1
474,1123,4
568,1124,2
365,1124,2
583,1124,4
726,1124,2
95,1124,5
179,1124,2
758,1124,2
556,1125,5
321,1125,5
855,1125,1
333,1125,1
217,1125,2
242,1125,1
995,1126,3
73,1126,1
528,1127,4
513,1127,5
80,1127,5
871,1127,1
736,1127,4
687,1127,1
848,1127,2
387,1127,3
456,1127,1
288,1127,2
258,1127,2
654,1127,1
967,1127,1
109,1127,1
589,1127,4
831,1127,5
247,1127,5
355,1127,1
160,1128,3
221,1128,4
24,1128,1
186,1128,3
888,1128,2
293,1128,4
989,1128,4
392,1128,3
890,1128,5
259,1129,1
727,1129,4
463,1129,3
682,1129,5
90,1129,4
452,1129,2
651,1129,2
223,1129,1
219,1129,3
469,1129,5
355,1129,4
536,1129,4
431,1129,5
186,1129,2
975,1129,1
16,113,2
196,113,5
149,113,3
546,113,1
253,113,3
236,113,4
506,113,4
998,113,5
514,113,4
383,113,4
250,113,2
656,113,2
585,113,1
159,113,5
367,113,5
152,113,1
296,113,2
506,1130,4
253,1130,5
919,1130,3
545,1130,5
81,1130,1
573,1130,4
17,1130,4
309,1130,3
61,1130,2
794,1130,2
736,1130,2
515,1130,2
741,1130,1
932,1130,2
793,1130,3
517,1130,3
523,1130,5
445,1131,3
43,1131,1
897,1131,2
893,1131,3
805,1132,2
527,1132,3
57,1132,2
533,1132,3
494,1132,1
536,1132,5
889,1132,5
718,1132,2
588,1132,5
770,1132,3
793,1132,2
564,1132,5
178,1132,4
374,1132,4
654,1132,1
55,1132,4
730,1132,5
233,1133,2
439,1133,5
124,1133,4
237,1133,5
415,1133,2
220,1133,3
470,1133,4
712,1133,5
668,1133,1
53,1133,2
208,1133,4
502,1133,4
489,1133,5
618,1133,2
534,1133,5
227,1133,3
217,1133,1
581,1133,3
162,1133,4
261,1133,1
68,1134,5
462,1134,4
420,1134,5
874,1134,2
890,1134,2
474,1134,2
251,1134,3
357,1134,1
828,1134,5
332,1134,3
718,1134,3
338,1134,3
713,1134,5
877,1134,3
667,1134,3
995,1135,2
716,1135,5
83,1135,4
567,1135,4
116,1135,3
160,1135,2
455,1135,1
618,1135,2
973,1135,1
264,1136,2
727,1136,3
517,1137,4
437,1137,4
483,1137,3
93,1137,2
320,1137,2
265,1137,5
679,1137,3
904,1137,3
333,1137,4
845,1138,4
495,1139,4
977,1139,1
754,1139,1
692,1139,4
950,1139,4
238,1139,3
201,1139,5
576,1139,4
963,1139,3
292,1139,2
464,1139,3
502,1139,2
301,1139,4
567,1139,5
299,1139,3
966,114,2
997,114,5
177,114,5
548,114,3
621,114,5
476,114,3
332,114,1
669,114,2
880,114,1
90,114,5
144,114,4
556,1140,5
106,1140,2
140,1140,5
849,1140,1
360,1140,5
343,1140,4
373,1140,1
872,1141,2
204,1141,5
440,1141,5
376,1141,3
973,1141,2
393,1141,3
372,1141,1
318,1141,5
282,1141,5
347,1141,2
213,1141,4
418,1141,3
250,1141,3
430,1142,1
699,1142,1
122,1142,2
725,1142,2
9,1142,1
506,1142,5
848,1142,1
120,1142,4
20,1142,5
954,1142,1
955,1142,2
330,1142,2
278,1142,5
213,1142,3
869,1142,1
483,1143,2
724,1143,2
730,1143,1
797,1143,4
841,1143,2
929,1143,2
349,1143,2
708,1143,4
688,1143,3
584,1143,5
961,1143,4
958,1143,4
369,1143,2
473,1143,3
111,1143,5
210,1143,3
847,1144,4
85,1144,1
429,1144,4
919,1144,3
344,1144,2
479,1144,4
301,1144,1
175,1144,3
456,1144,2
691,1144,3
801,1144,2
897,1144,5
346,1144,1
557,1144,5
417,1145,5
81,1145,4
558,1145,3
213,1145,1
736,1145,1
828,1145,3
831,1145,3
465,1145,3
40,1145,1
292,1146,5
903,1146,2
442,1146,3
785,1146,4
573,1146,5
558,1146,4
886,1146,3
95,1146,1
723,1146,5
350,1146,4
517,1146,4
974,1146,1
971,1146,3
354,1146,4
686,1146,5
969,1146,1
237,1146,2
444,1146,1
7,1146,2
643,1146,4
541,1147,4
912,1147,1
729,1147,2
61,1147,2
724,1147,4
544,1147,3
380,1147,2
975,1147,5
436,1148,2
896,1148,3
37,1149,3
578,1149,1
331,1149,2
424,1149,2
838,1149,5
479,1149,1
281,1149,2
431,1149,5
287,1149,3
81,115,1
82,115,1
945,115,5
858,115,1
893,115,1
256,115,3
393,115,2
795,115,4
817,115,5
46,115,4
398,115,1
884,115,3
160,115,4
913,1151,3
567,1151,3
31,1151,4
650,1151,3
557,1151,1
113,1151,3
217,1151,3
401,1151,4
448,1151,5
797,1151,5
658,1151,1
520,1152,2
3,1152,4
554,1152,5
439,1152,4
360,1152,5
902,1152,5
678,1152,1
300,1152,2
699,1153,5
978,1153,4
195,1153,5
549,1153,5
292,1153,4
800,1153,2
452,1153,1
179,1153,4
642,1153,1
77,1153,5
779,1153,2
313,1153,4
984,1153,4
527,1153,4
366,1153,1
901,1153,3
897,1153,1
218,1153,3
770,1153,4
383,1154,2
120,1154,4
782,1154,5
789,1154,4
908,1154,4
509,1154,3
24,1154,5
684,1154,5
557,1154,4
953,1154,2
774,1154,3
824,1154,3
979,1154,3
538,1154,3
530,1154,3
986,1154,3
837,1154,1
131,1154,2
113,1154,4
350,1155,4
416,1155,3
993,1155,5
42,1155,3
82,1155,3
794,1155,1
527,1155,1
55,1155,4
344,1155,3
51,1155,3
647,1155,2
649,1155,5
144,1155,4
726,1155,1
126,1155,5
403,1155,1
613,1155,3
891,1155,1
780,1156,4
631,1156,3
209,1156,3
440,1156,3
11,1156,1
280,1156,4
188,1156,3
601,1156,1
694,1156,3
172,1156,5
682,1156,4
575,1157,5
785,1157,2
994,1157,5
149,1157,1
602,1157,3
630,1157,1
855,1157,3
241,1157,1
329,1158,1
405,1158,3
541,1159,5
172,1159,5
95,1159,1
266,1159,4
721,1159,5
338,1159,4
817,1159,3
395,1159,1
941,1159,3
460,1159,1
457,1159,2
495,1159,2
458,1159,2
122,1159,5
695,1159,2
288,1159,1
735,1159,3
213,1159,3
824,1159,1
679,116,3
384,116,3
600,116,2
585,116,1
925,116,4
674,116,2
515,116,5
968,116,2
918,116,3
623,116,2
296,116,1
964,116,3
511,116,3
134,116,3
82,116,4
966,1160,5
257,1160,4
623,1160,4
282,1161,1
773,1161,4
769,1161,3
496,1161,3
406,1162,5
868,1162,4
673,1162,1
558,1162,2
819,1162,5
752,1162,4
191,1162,1
659,1162,2
410,1162,4
771,1162,2
871,1162,4
